episode,step,action,reward,total_reward,active_incidents,new_incidents,resolved_incidents,resources
4,46,DEPLOY_TEAM,-1.75,-72.55067361476765,0,0,0,100.0
4,47,DEPLOY_TEAM,-1.75,-74.30067361476765,0,0,0,100.0
4,48,DEPLOY_TEAM,-1.75,-76.05067361476765,0,0,0,100.0
4,49,DEPLOY_TEAM,-1.75,-77.80067361476765,0,0,0,100.0
4,50,DEPLOY_TEAM,-1.75,-79.55067361476765,0,0,0,100.0
4,51,DEPLOY_TEAM,-1.75,-81.30067361476765,0,0,0,100.0
4,52,DEPLOY_TEAM,-1.75,-83.05067361476765,0,0,0,100.0
4,53,DEPLOY_TEAM,-1.75,-84.80067361476765,0,0,0,100.0
4,54,DEPLOY_TEAM,-1.75,-86.55067361476765,0,0,0,100.0
4,55,DEPLOY_TEAM,-1.75,-88.30067361476765,0,0,0,100.0
4,56,DEPLOY_TEAM,-1.75,-90.05067361476765,0,0,0,100.0
4,57,DEPLOY_TEAM,-1.75,-91.80067361476765,0,0,0,100.0
4,58,DEPLOY_TEAM,-1.75,-93.55067361476765,0,0,0,100.0
4,59,DEPLOY_TEAM,-1.75,-95.30067361476765,0,0,0,100.0
4,60,DEPLOY_TEAM,-1.75,-97.05067361476765,0,0,0,100.0
4,61,DEPLOY_TEAM,-1.75,-98.80067361476765,0,0,0,100.0
4,62,DEPLOY_TEAM,-1.75,-100.55067361476765,0,0,0,100.0
4,63,DEPLOY_TEAM,-1.75,-102.30067361476765,0,0,0,100.0
4,64,DEPLOY_TEAM,-1.75,-104.05067361476765,0,0,0,100.0
4,65,DEPLOY_TEAM,-2.1750553320336548,-106.2257289468013,2,1,0,100.0
